aldi,45612,MILK WHOLE 4PT,1.45
aldi,46694,YOGURT NATURAL FF,0.35
aldi,737083,PLANT MENU TOFU,0.89
aldi,47384,COFFEE RICH ROAST,1.99
aldi,736164,EGG MEDIUM FR 12PK,2.39
aldi,835877,ECO CARRIER BAG,0.30
